Name,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price,Manufacturer
Hyundai Verna 1.6,9,9000,Petrol,Manual,Second,17.01,1591,121.3,5,5.5,Hyundai
Toyota Innova 2.5,18,240000,Diesel,Manual,Fourth & Above,12.8,2494,102,8,5.1,Toyota
Maruti Wagon R,9,25422,Petrol,Manual,First,22.5,998,67.04,5,3.25,Maruti
Maruti Ertiga VDI,5,14000,Diesel,Manual,First,25.47,1248,88.5,7,9.25,Maruti
Maruti Alto LXi,15,66000,Petrol,Manual,First,19.7,796,46.3,5,1.7,Maruti
Maruti A-Star Vxi,13,55324,Petrol,Manual,First,19,998,66.1,5,2.87,Maruti
BMW X5 3.0d,14,90000,Diesel,Automatic,First,11,2993,235,5,17.75,BMW
Mahindra KUV 100,6,43000,Petrol,Manual,First,18.15,1198,82,5,4.5,Mahindra
Hyundai i10 Magna,15,58483,Petrol,Automatic,Second,19.2,1197,80,5,2.95,Hyundai
Honda Civic 2006-2010,16,93000,Petrol,Automatic,Second,12.9,1799,130,5,2.6,Honda
Hyundai i10 Sportz,13,50000,Petrol,Manual,First,20.36,1197,78.9,5,3,Hyundai
Mercedes-Benz New C-Class,9,78616,Diesel,Automatic,Second,14.84,2143,170,5,15.5,Mercedes-Benz
Toyota Etios G,12,37000,Petrol,Manual,First,17.6,1496,88.73,5,2.8,Toyota
Honda City 1.5,13,54801,Petrol,Manual,First,17,1497,118,5,2.5,Honda
Maruti Swift Dzire,9,29000,Diesel,Manual,First,23.4,1248,74,5,5.75,Maruti
Maruti Swift VXI,13,68000,Petrol,Manual,First,22,1197,81.8,5,2.8,Maruti
Hyundai Verna 1.6,9,58000,Petrol,Manual,First,17.01,1591,121.3,5,4.59,Hyundai
Maruti Ritz VDi,11,64290,Diesel,Manual,First,23.2,1248,73.94,5,3.65,Maruti
Toyota Fortuner 4x2,8,31000,Diesel,Manual,First,13,2982,168.5,7,19.85,Toyota
Jeep Compass 2.0,5,16039,Diesel,Manual,First,17.1,1956,170,5,18.5,Jeep
Hyundai i20 Asta,6,19860,Petrol,Manual,First,18.6,1197,81.83,5,6.95,Hyundai
Maruti Wagon R,9,48500,CNG,Manual,Second,26.6,998,58.16,5,2.85,Maruti
Tata New Safari,11,75391,Diesel,Manual,First,13.93,2179,138,7,3.75,Tata
Maruti Swift Dzire,15,78000,Diesel,Manual,Second,19.3,1248,73.9,5,2.3,Maruti
Tata Indigo eCS,7,78000,Diesel,Manual,First,25,1396,69.01,5,2.3,Tata
Maruti Swift LDI,7,52000,Diesel,Manual,First,28.4,1248,74,5,5.95,Maruti
Maruti Celerio VXI,7,30000,Petrol,Automatic,First,23.1,998,67.04,5,3.49,Maruti
BMW 5 Series,7,19254,Diesel,Automatic,First,14.69,2993,258,5,47.7,BMW
Volkswagen Polo 1.2,8,29651,Petrol,Manual,First,16.47,1198,74,5,6.43,Volkswagen
Tata Safari DICOR,12,80000,Diesel,Manual,First,13.93,2179,138.03,7,4.5,Tata
Mini Cooper S,5,2971,Petrol,Automatic,First,13.6,1598,181,4,39.75,Mini
Ford Figo Petrol,8,21400,Petrol,Manual,First,15.6,1196,70,5,4,Ford
Honda City i,8,77000,Diesel,Manual,First,26,1498,98.6,5,6.98,Honda
Hyundai Tucson CRDi,17,80000,Diesel,Manual,Second,12.6,1991,112,7,1.75,Hyundai
Skoda Laura Ambiente,10,81755,Diesel,Manual,First,20,1968,108.5,5,4.75,Skoda
Toyota Fortuner 3.0,7,99593,Diesel,Manual,First,11.5,2982,171,7,23.5,Toyota
Hyundai Verna 1.6,9,39791,Diesel,Manual,First,22.32,1582,126.32,5,7.49,Hyundai
Mahindra XUV500 W6,8,113000,Diesel,Manual,First,15.1,2179,140,7,10.85,Mahindra
Renault KWID RXT,6,24000,Petrol,Manual,First,25.17,799,53.3,5,3.5,Renault
Hyundai i20 Asta,8,39000,Petrol,Manual,Second,18.6,1197,81.83,5,6.3,Hyundai
Honda City V,11,37000,Petrol,Automatic,First,15.6,1497,116.3,5,6.75,Honda
Ford Endeavour 3.2,6,61108,Diesel,Automatic,First,10.91,3198,197,7,28.88,Ford
Skoda Superb Elegance,7,61648,Petrol,Automatic,First,13.7,1798,157.75,5,14.23,Skoda
BMW 3 Series,11,37000,Diesel,Automatic,Third,22.69,1995,190,5,15,BMW
Maruti Ertiga VXI,10,53000,CNG,Manual,First,22.8,1373,80.9,7,5.8,Maruti
Maruti Ritz LDi,10,65000,Diesel,Manual,First,23.2,1248,73.94,5,3.75,Maruti
Hyundai Santro Xing,18,120000,Petrol,Manual,First,0,1086,113.2530497,5,1.15,Hyundai
Toyota Fortuner 3.0,12,148009,Diesel,Manual,Second,11.5,2982,171,7,12.75,Toyota
Maruti Swift Lxi,14,53001,Petrol,Manual,First,16.1,1298,88.2,5,1.95,Maruti
Tata Tigor 1.2,5,22345,Petrol,Manual,First,20.3,1199,84,5,4.95,Tata
Honda City i,8,50000,Petrol,Automatic,First,18,1497,117.3,5,8.25,Honda
BMW 3 Series,10,48183,Diesel,Automatic,First,13.2,1995,170,5,20.99,BMW
Mercedes-Benz E-Class 2009-2013,13,93000,Diesel,Automatic,Second,14.21,2143,203,5,17.5,Mercedes-Benz
Maruti Swift VDI,8,53500,Diesel,Manual,First,28.4,1248,74,5,5.36,Maruti
Maruti Ertiga VXI,9,17585,Petrol,Manual,First,16.02,1373,93.7,7,6.35,Maruti
Hyundai Verna 1.6,12,36226,Petrol,Manual,First,17.01,1591,121.3,5,2.95,Hyundai
Land Rover Discovery,4,25899,Diesel,Automatic,First,12.63,2179,147.5,5,55.7,Land
Hyundai Santro Xing,14,60170,Petrol,Manual,First,0,1086,62,5,1.15,Hyundai
Mercedes-Benz New C-Class,6,11200,Diesel,Automatic,First,19.27,2143,167.62,5,37.5,Mercedes-Benz
Hyundai i10 Magna,6,49045,Petrol,Manual,First,20.36,1197,78.9,5,4.07,Hyundai
Volkswagen Polo Diesel,11,45000,Diesel,Manual,First,22.07,1199,73.9,5,2.99,Volkswagen
Maruti Vitara Brezza,6,40000,Diesel,Manual,First,24.3,1248,88.5,5,7.9,Maruti
Renault Duster 85PS,7,36600,Diesel,Manual,First,19.87,1461,83.8,5,7.49,Renault
Tata Indica Vista,14,117000,Diesel,Manual,First,18,1248,75,5,1.1,Tata
Mercedes-Benz GL-Class 350,7,16000,Diesel,Automatic,First,11.3,2987,254.8,7,56,Mercedes-Benz
Hyundai Xcent 1.2,7,50000,Diesel,Manual,First,25.4,1186,73.97,5,3.5,Hyundai
Hyundai Verna CRDi,15,150000,Diesel,Manual,First,18.1,1493,110,5,3,Hyundai
Hyundai Verna 1.6,9,11000,Petrol,Manual,First,17.01,1591,121.3,5,6.1,Hyundai
Ford Figo Petrol,13,102016,Petrol,Manual,First,15.6,1196,70,5,2.25,Ford
Maruti Swift VDI,7,38000,Diesel,Manual,First,25.2,1248,74,5,5.95,Maruti
Renault Pulse RxL,10,71491,Diesel,Manual,First,23.08,1461,63.12,5,4.95,Renault
Volkswagen Polo 1.2,8,46354,Petrol,Manual,Second,16.47,1198,74,5,5.49,Volkswagen
BMW 3 Series,4,87000,Diesel,Automatic,First,22.69,1995,190,5,6.67,BMW
Skoda Rapid 1.6,8,20765,Petrol,Manual,First,15,1598,103.52,5,6.25,Skoda
Hyundai Santro GS,18,58000,Petrol,Manual,Second,0,999,113.2530497,5,1.51,Hyundai
Audi Q7 3.0,9,51076,Diesel,Automatic,First,12.07,2967,241.4,7,34.88,Audi
Maruti Ciaz VDi,7,84085,Diesel,Manual,First,26.21,1248,88.5,5,6.9,Maruti
Honda City i,9,55000,Diesel,Manual,First,25.1,1498,98.6,5,5.99,Honda
Mercedes-Benz E-Class 2009-2013,13,73000,Petrol,Automatic,First,10.93,3498,272,5,10.4,Mercedes-Benz
Audi A6 2011-2015,11,50001,Diesel,Automatic,First,14.57,2967,241.38,5,29,Audi
Mahindra Xylo H4,7,93166,Diesel,Manual,Second,14.02,2179,118.3,7,5.85,Mahindra
Honda City 1.5,17,99583,Petrol,Automatic,Third,12,1493,100,5,2.21,Honda
Maruti SX4 ZXI,13,72000,Petrol,Manual,First,15.5,1586,103.3,5,2.4,Maruti
Toyota Corolla Altis,14,70000,Petrol,Manual,Third,14.53,1798,138.1,5,3,Toyota
Volkswagen Vento Petrol,11,61000,Petrol,Automatic,Second,14.4,1598,103.6,5,3.75,Volkswagen
Hyundai EON Era,8,66510,Petrol,Manual,First,21.1,814,55.2,5,2.95,Hyundai
Skoda Laura Ambition,12,84062,Diesel,Manual,First,20,1968,108.5,5,5.8,Skoda
Maruti Swift VDI,11,80799,Diesel,Manual,First,22.9,1248,74,5,4.9,Maruti
Toyota Corolla Altis,5,5000,Petrol,Automatic,First,14.28,1798,138.03,5,16.95,Toyota
Toyota Innova 2.5,10,92000,Diesel,Manual,First,12.99,2494,100,8,12.5,Toyota
Tata Tiago Wizz,6,53000,Diesel,Manual,First,27.28,1047,69,5,5,Tata
Skoda Rapid 1.6,8,39822,Petrol,Manual,First,15.41,1598,103.52,5,4.68,Skoda
Ford Endeavour 3.2,7,29000,Diesel,Automatic,First,10.91,3198,197,7,29.8,Ford
Renault KWID RXL,6,24214,Petrol,Manual,Second,25.17,799,53.3,5,3.46,Renault
Hyundai i20 1.4,11,75000,Diesel,Manual,First,23,1396,90,5,4,Hyundai
Skoda Laura Ambiente,11,77216,Diesel,Manual,Second,17.5,1896,106,5,4.5,Skoda
Toyota Corolla Altis,10,74290,Diesel,Manual,First,21.43,1364,87.2,5,5.87,Toyota
Mahindra Scorpio S8,8,61000,Diesel,Manual,First,15.4,2179,120,8,9.5,Mahindra
Audi Q5 2.0,10,44000,Diesel,Automatic,First,14.16,1968,174.3,5,32.5,Audi
Chevrolet Enjoy TCDi,9,74041,Diesel,Manual,First,18.2,1248,73.8,8,3.88,Chevrolet
BMW 3 Series,10,85846,Diesel,Automatic,First,22.69,1995,190,5,13.08,BMW
Nissan Sunny 2011-2014,11,52000,Diesel,Manual,First,21.64,1461,84.8,5,3.5,Nissan
Honda Accord 2.4,13,47000,Petrol,Manual,Second,12.8,2354,177.6,5,3.5,Honda
Hyundai Verna CRDi,13,72010,Diesel,Manual,First,16.8,1493,110,5,4.45,Hyundai
Maruti Omni E,8,15000,Petrol,Manual,First,16.8,796,34.2,8,2.35,Maruti
Honda City i,8,480000,Petrol,Manual,First,17.4,1497,117.3,5,5,Honda
Audi A7 2011-2015,11,24720,Diesel,Automatic,Second,0,2967,241.4,5,28,Audi
Ford Fiesta 1.4,16,75000,Petrol,Manual,Second,16.6,1388,68,5,2,Ford
Hyundai i20 1.4,8,57000,Diesel,Manual,First,22.54,1396,88.73,5,6.35,Hyundai
Mercedes-Benz E-Class E250,8,41057,Diesel,Automatic,First,13,2143,201.1,5,24.63,Mercedes-Benz
Maruti Wagon R,11,92000,CNG,Manual,Second,26.2,998,58.2,5,3,Maruti
Ford EcoSport 1.5,7,20000,Diesel,Manual,First,22.77,1498,98.59,5,7.9,Ford
Hyundai i20 1.2,12,52359,Petrol,Manual,First,18.5,1197,80,5,3.25,Hyundai
Honda City i,7,17000,Petrol,Manual,Second,17.8,1497,117.3,5,8.25,Honda
Nissan Micra Diesel,12,39002,Diesel,Manual,First,23.08,1461,63.1,5,2.85,Nissan
Ford Figo Diesel,13,129986,Diesel,Manual,Second,20,1399,68,5,3.2,Ford
Nissan Micra XL,10,45000,Petrol,Manual,First,18.44,1198,75,5,1.75,Nissan
Maruti Swift VDI,10,41300,Diesel,Manual,First,17.8,1248,113.2530497,5,3.38,Maruti
Honda Accord 2.4,14,82002,Petrol,Manual,Second,12.8,2354,177.6,5,5.75,Honda
Skoda Superb Elegance,13,67000,Petrol,Automatic,First,13.7,1798,157.75,5,4.7,Skoda
Maruti Omni 8,6,21260,Petrol,Manual,First,14,796,35,5,2.9,Maruti
Hyundai i20 Magna,11,55362,Diesel,Manual,First,21.9,1396,88.8,5,4.25,Hyundai
Hyundai Creta 1.6,6,13000,Diesel,Automatic,First,17.01,1582,126.2,5,14.5,Hyundai
Maruti Swift VDI,7,45725,Diesel,Manual,First,25.2,1248,74,5,5.34,Maruti
Maruti Swift LDI,9,105000,Diesel,Manual,First,25.2,1248,74,5,3.85,Maruti
Toyota Innova 2.5,14,156056,Diesel,Manual,First,12.8,2494,102,8,8.5,Toyota
Hyundai Xcent 1.1,7,135000,Diesel,Manual,First,24.4,1120,71,5,4.2,Hyundai
Maruti Ertiga Paseo,7,67000,Diesel,Manual,First,20.77,1248,88.7,7,6.75,Maruti
Ford Endeavour 3.2,7,90000,Diesel,Automatic,First,10.91,3198,197.2,7,26,Ford
Hyundai i20 1.4,4,32251,Diesel,Manual,First,22.54,1396,88.73,5,8.61,Hyundai
Maruti Zen Estilo,14,47000,Petrol,Manual,First,19,998,67.1,5,1.46,Maruti
Maruti Ritz VDi,12,75308,Diesel,Manual,Second,21.1,1248,73.9,5,2.8,Maruti
Maruti Alto K10,5,44202,CNG,Manual,First,32.26,998,58.2,4,4,Maruti
Honda City 1.5,9,58000,Petrol,Manual,First,17,1497,118,5,5.47,Honda
Maruti Swift Dzire,14,60000,Petrol,Manual,First,17.5,1298,85.8,5,2.45,Maruti
BMW X1 sDrive,9,45000,Diesel,Automatic,First,17.05,1995,184,5,21.5,BMW
Tata Manza Aqua,13,41195,Petrol,Manual,First,15,1368,90,5,1.38,Tata
Mahindra XUV500 W10,7,89000,Diesel,Manual,First,16,2179,140,7,13.5,Mahindra
Hyundai i10 Sportz,14,60510,Petrol,Automatic,Second,16.95,1197,78.9,5,3.1,Hyundai
Maruti Baleno Sigma,7,8500,Petrol,Manual,First,21.4,1197,83.1,5,5.49,Maruti
Maruti Vitara Brezza,6,35981,Diesel,Manual,First,24.3,1248,88.5,5,9.51,Maruti
Ford Figo Petrol,11,23152,Petrol,Manual,First,15.6,1196,70.02,5,2.39,Ford
Maruti Wagon R,9,74663,CNG,Manual,First,33.54,998,67.04,5,3.25,Maruti
Volkswagen Vento Sport,9,61529,Petrol,Automatic,First,18.19,1197,103.5,5,5.65,Volkswagen
Mahindra Xylo D2,13,91596,Diesel,Manual,First,14.95,2489,93.7,7,1.85,Mahindra
Porsche Cayenne Base,4,14298,Petrol,Automatic,First,13.33,2995,340,5,2.02,Porsche
Maruti Swift Dzire,10,83327,Diesel,Manual,First,19.3,1248,73.9,5,5.8,Maruti
Volkswagen Polo 1.2,6,22857,Petrol,Manual,First,16.2,1199,74,5,6.9,Volkswagen
Hyundai Verna 1.6,10,34620,Petrol,Manual,Second,17.01,1591,121.3,5,5.35,Hyundai
Hyundai i10 Era,13,56000,Petrol,Manual,First,19.81,1086,68.05,5,2.85,Hyundai
Mercedes-Benz E-Class E250,9,81000,Diesel,Automatic,First,13,2143,204,5,22.75,Mercedes-Benz
Maruti Zen LXI,25,95150,Petrol,Manual,Third,17.3,993,60,5,0.45,Maruti
Hyundai i10 Sportz,10,32776,Petrol,Manual,First,20.36,1197,78.9,5,4.64,Hyundai
Honda Amaze S,7,51587,Diesel,Manual,First,25.8,1498,98.6,5,5.27,Honda
Tata Safari Storme,7,36000,Diesel,Manual,First,14.1,2179,148,7,10,Tata
Honda Brio 1.2,8,22000,Petrol,Manual,First,18.5,1198,86.8,5,3.95,Honda
Hyundai i20 Asta,13,30754,Petrol,Manual,First,17,1197,80,5,3.38,Hyundai
Volkswagen Jetta 2012-2014,5,37109,Petrol,Manual,First,14.69,1390,120.33,5,16.8,Volkswagen
Honda Jazz Select,13,45000,Petrol,Manual,First,16.7,1198,88.8,5,1.99,Honda
Hyundai Grand i10,6,33284,Petrol,Manual,First,18.9,1197,82,5,5.84,Hyundai
Jaguar XF Diesel,7,55115,Diesel,Automatic,First,14.74,2993,270.9,5,36.15,Jaguar
Jaguar XF 2.2,9,18000,Diesel,Automatic,First,16.36,2179,187.7,5,25.7,Jaguar
Mahindra XUV500 W8,10,130790,Diesel,Manual,First,16,2179,140,7,9.24,Mahindra
Maruti S Cross,8,16607,Diesel,Manual,First,22.7,1598,118,5,7.65,Maruti
Audi A4 2.0,8,32205,Diesel,Automatic,First,17.11,1968,174.33,5,25.31,Audi
Renault Duster 110PS,10,67000,Diesel,Manual,First,19.01,1461,108.45,5,4.75,Renault
Maruti Swift Dzire,9,57676,Petrol,Manual,First,19.1,1197,85.8,5,6.69,Maruti
Volkswagen Polo Petrol,11,41000,Petrol,Manual,First,16.47,1198,73.9,5,3.1,Volkswagen
Maruti Omni 8,11,65000,Petrol,Manual,First,19.7,796,35,8,1.55,Maruti
Hyundai Grand i10,4,12153,Petrol,Automatic,First,18.9,1197,81.86,5,6.84,Hyundai
Tata Nano Twist,9,16810,Petrol,Manual,First,25.4,624,37.5,4,1.6,Tata
Audi A4 30,6,61221,Petrol,Automatic,First,17.84,1395,147.51,5,21.73,Audi
Volkswagen Polo 1.2,8,22000,Petrol,Manual,First,16.47,1198,74,5,4.75,Volkswagen
Maruti Alto 800,8,63714,Petrol,Manual,First,22.74,796,47.3,5,2.45,Maruti
Mini Cooper 5,4,14857,Diesel,Automatic,First,20.7,1496,113.98,5,31.55,Mini
Audi A4 New,11,69000,Diesel,Automatic,Second,15.2,1968,140.8,5,10.25,Audi
Ford Endeavour Titanium,4,14648,Diesel,Manual,First,12.62,2198,158,7,27.36,Ford
Ford Ecosport 1.5,10,100000,Petrol,Manual,Second,15.8,1499,110,5,6.5,Ford
Hyundai Grand i10,7,22000,Petrol,Manual,First,18.9,1197,82,5,4.25,Hyundai
Chevrolet Sail 1.2,9,10000,Petrol,Manual,First,18.2,1199,82.4,5,5.5,Chevrolet
Maruti Swift Dzire,8,107000,Petrol,Manual,First,20.85,1197,83.14,5,4,Maruti
Tata Zest Revotron,6,48198,Petrol,Manual,First,17.57,1193,88.7,5,4.65,Tata
Mercedes-Benz New C-Class,8,15000,Diesel,Automatic,First,19.27,2143,170,5,28.5,Mercedes-Benz
Chevrolet Cruze LTZ,9,80073,Diesel,Manual,First,17.3,1998,163.7,5,7.11,Chevrolet
Maruti Ritz VDi,10,85388,Diesel,Manual,First,21.1,1248,73.9,5,3.9,Maruti
Hyundai Grand i10,6,14700,Petrol,Manual,First,18.9,1197,81.86,5,5.6,Hyundai
Maruti Dzire LDI,11,150000,Diesel,Manual,Third,28.4,1248,73.75,5,2.25,Maruti
Hyundai Verna 1.6,12,34994,Diesel,Manual,First,22.32,1582,126.32,5,3.9,Hyundai
Jaguar XF Diesel,9,82536,Diesel,Automatic,First,14.74,2993,270.9,5,28.63,Jaguar
Skoda Superb Elegance,10,82000,Petrol,Automatic,First,13.7,1798,157.75,5,7.25,Skoda
Maruti Wagon R,17,52000,Petrol,Manual,Second,18.9,998,67.1,5,2,Maruti
Volkswagen Polo Petrol,12,20000,Petrol,Manual,First,16.47,1198,73.9,5,3.5,Volkswagen
Honda Civic 2010-2013,12,55000,Petrol,Manual,First,14.8,1799,130.2,5,5,Honda
Maruti Eeco CNG,8,47001,CNG,Manual,First,20,1196,63,5,3.72,Maruti
Maruti Wagon R,9,52000,Petrol,Manual,First,22.5,998,67.04,5,3.45,Maruti
Maruti Swift Dzire,10,43284,Diesel,Manual,First,23.4,1248,74,5,4.5,Maruti
Hyundai Creta 1.6,5,23875,Petrol,Automatic,First,13,1591,121.3,5,14.36,Hyundai
Hyundai Grand i10,7,51866,Petrol,Manual,First,18.9,1197,82,5,5.5,Hyundai
Nissan Micra Diesel,10,69000,Diesel,Manual,First,23.08,1461,63.1,5,3,Nissan
Hyundai Grand i10,6,62788,Petrol,Manual,First,18.9,1197,81.86,5,6.08,Hyundai
Volkswagen Vento Diesel,10,150000,Diesel,Manual,First,20.54,1598,103.6,5,5,Volkswagen
Toyota Fortuner 4x2,8,47566,Diesel,Automatic,First,12.55,2982,168.5,7,20.25,Toyota
Hyundai Santro GS,21,67000,Petrol,Manual,Third,0,999,113.2530497,5,1.2,Hyundai
Toyota Innova Crysta,5,20300,Diesel,Automatic,First,11.36,2755,171.5,7,18,Toyota
Mercedes-Benz A Class,8,48300,Diesel,Automatic,First,20,2143,107.3,5,17.5,Mercedes-Benz
Hyundai EON D,10,30000,Petrol,Manual,First,21.1,814,55.2,5,2.1,Hyundai
Hyundai Elantra CRDi,11,36000,Diesel,Manual,Second,22.7,1582,126.24,5,7.5,Hyundai
Mini Cooper 3,8,27641,Diesel,Automatic,Second,20.7,1496,113.98,4,24.77,Mini
Renault Duster 110PS,8,60000,Diesel,Manual,First,19.64,1461,108.45,5,8.65,Renault
Ford Endeavour 3.2,4,9000,Diesel,Automatic,First,10.91,3198,197,7,35.5,Ford
Toyota Corolla Altis,9,60750,Petrol,Manual,First,14.28,1798,138.03,5,10.5,Toyota
Mahindra XUV500 W7,5,9000,Diesel,Manual,First,14,2179,155,7,13,Mahindra
BMW 7 Series,11,41100,Diesel,Automatic,First,16.77,2993,261.49,5,26.5,BMW
Maruti Wagon R,19,60000,Petrol,Manual,Second,17.3,1061,64,5,1.4,Maruti
Honda City i,6,38424,Petrol,Manual,First,17.8,1497,117.3,5,7.51,Honda
Maruti Swift VDI,9,50000,Diesel,Manual,First,22.9,1248,74,5,4.3,Maruti
Honda City i-VTEC,8,19000,Petrol,Automatic,First,18,1497,117.3,5,8.95,Honda
Maruti Ertiga VDI,8,58734,Diesel,Manual,First,20.77,1248,88.76,7,6.91,Maruti
Renault Duster 110PS,7,65257,Diesel,Manual,First,19.01,1461,108.45,5,9.75,Renault
Maruti Swift Dzire,13,130000,Diesel,Manual,Second,19.3,1248,73.9,5,4,Maruti
Maruti Ritz VDi,12,79000,Diesel,Manual,First,23.2,1248,73.94,5,3.65,Maruti
Mahindra XUV500 W8,10,78000,Diesel,Manual,First,15.1,2179,140,7,10.75,Mahindra
Honda Brio S,8,49133,Petrol,Manual,First,19.4,1198,86.8,5,4.51,Honda
Mercedes-Benz M-Class ML,7,22769,Diesel,Automatic,First,0,2987,165,5,49.22,Mercedes-Benz
Tata Manza Club,9,54448,Diesel,Manual,First,21.02,1248,88.8,5,3.7,Tata
Toyota Innova 2.5,9,158793,Diesel,Manual,First,12.8,2494,102,7,12.99,Toyota
Maruti Swift VXI,8,62088,Petrol,Manual,First,18.6,1197,85.8,5,4.15,Maruti
Hyundai Verna 1.6,11,14800,Petrol,Manual,First,17.01,1591,121.3,5,4.4,Hyundai
Honda Mobilio S,8,26000,Petrol,Manual,First,17.3,1497,117.3,7,4.25,Honda
Honda Amaze S,6,32005,Petrol,Manual,First,18,1198,86.7,5,4.25,Honda
Honda City i-VTEC,6,35000,Petrol,Automatic,First,18,1497,117.3,5,7.7,Honda
Land Rover Range,8,52000,Diesel,Automatic,First,12.7,2179,187.7,5,39.75,Land
Honda City i-VTEC,6,11000,Petrol,Manual,First,17.4,1497,117.3,5,8.5,Honda
Mercedes-Benz E-Class 280,15,62000,Petrol,Automatic,First,9.5,2997,231.1,5,7,Mercedes-Benz
Ford Ikon 1.3,21,65134,Petrol,Manual,Third,13.8,1299,70,5,0.8,Ford
Toyota Fortuner 4x2,10,71000,Diesel,Manual,First,13,2982,168.5,7,15.25,Toyota
Maruti A-Star Vxi,15,51366,Petrol,Manual,First,19,998,66.1,5,2.25,Maruti
Tata Sumo EX,7,46300,Diesel,Manual,First,14.07,1948,83.1,7,4.85,Tata
Honda City V,11,60908,Petrol,Automatic,Second,15.6,1497,116.3,5,6.42,Honda
Nissan Micra XV,11,93450,Diesel,Manual,Second,23.19,1461,63.12,5,2.5,Nissan
Hyundai Verna SX,12,104000,Diesel,Automatic,First,19.08,1582,126.32,5,5.75,Hyundai
Maruti 800 Std,20,52000,Petrol,Manual,First,16.1,796,37,4,0.5,Maruti
Mahindra XUV500 W8,8,42999,Diesel,Manual,First,15.1,2179,140,7,11.52,Mahindra
Maruti SX4 VDI,9,90000,Diesel,Manual,First,21.5,1248,88.8,5,4.5,Maruti
Hyundai i20 Sportz,10,72000,Petrol,Automatic,First,15,1396,98.6,5,4.75,Hyundai
Hyundai Creta 1.6,4,54321,Diesel,Manual,First,19.67,1582,126.2,5,13.54,Hyundai
Mercedes-Benz E-Class E250,8,59630,Diesel,Automatic,First,13,2143,201.1,5,23.41,Mercedes-Benz
Toyota Fortuner 4x2,10,116000,Diesel,Automatic,Second,12.55,2982,168.5,7,19.25,Toyota
Volvo S60 D4,8,34000,Diesel,Automatic,First,9,1984,181,5,20,Volvo
Mercedes-Benz E-Class 2009-2013,12,70000,Diesel,Automatic,First,14.21,2143,203,5,13,Mercedes-Benz
Honda Accord 2.4,13,80000,Petrol,Manual,First,10.2,2354,180,5,3.99,Honda
Honda Amaze S,8,110000,Diesel,Manual,First,25.8,1498,98.6,5,4.65,Honda
Maruti Dzire ZDI,10,56454,Diesel,Manual,First,28.4,1248,73.75,5,4.65,Maruti
Maruti Swift LXI,10,60000,Petrol,Manual,First,18.6,1197,85.8,5,3.15,Maruti
Toyota Corolla Altis,10,56000,Petrol,Automatic,First,14.53,1798,138.1,5,8.25,Toyota
Land Rover Range,11,63000,Diesel,Automatic,Second,11.49,4367,335.3,5,65,Land
Maruti Swift VDI,11,63000,Diesel,Manual,First,22.9,1248,74,5,4.5,Maruti
Jeep Compass 2.0,6,15050,Diesel,Manual,First,16.3,1956,170,5,17.5,Jeep
Maruti Swift VXI,7,29401,Petrol,Manual,First,20.4,1197,81.8,5,4.31,Maruti
Honda Jazz 1.2,7,25238,Petrol,Manual,First,18.7,1199,88.7,5,6.2,Honda
Toyota Etios GD,12,79000,Diesel,Manual,First,23.59,1364,113.2530497,5,4.67,Toyota
Volkswagen Polo Petrol,12,58752,Petrol,Manual,First,16.47,1198,73.9,5,3.32,Volkswagen
Honda Civic 2006-2010,12,62000,Petrol,Automatic,First,12.9,1799,130,5,3.75,Honda
Toyota Etios G,10,132000,Petrol,Manual,First,16.78,1496,88.73,5,4.7,Toyota
Hyundai Verna 1.6,7,51000,Petrol,Manual,First,17.01,1591,121.3,5,6.5,Hyundai
Toyota Innova 2.5,14,185200,Diesel,Manual,First,12.8,2494,102,8,7.25,Toyota
Maruti SX4 S,7,61717,Diesel,Manual,First,22.7,1598,118,5,8.94,Maruti
Ford Freestyle Titanium,5,8896,Petrol,Manual,First,19,1194,94.68,5,7.34,Ford
Maruti Baleno Alpha,7,17000,Petrol,Manual,First,21.4,1197,83.1,5,6.9,Maruti
Honda Jazz V,7,31378,Petrol,Manual,First,18.2,1199,88.7,5,5.9,Honda
Hyundai Verna 1.6,10,114000,Diesel,Automatic,First,22.32,1582,126.3,5,6.75,Hyundai
Honda Amaze VX,9,81000,Diesel,Manual,First,25.8,1498,98.6,5,4.1,Honda
Audi Q3 30,6,31000,Diesel,Automatic,First,18.51,1968,147.51,5,27,Audi
Skoda Rapid 2013-2016,9,35000,Petrol,Manual,First,15,1598,103.52,5,4.5,Skoda
Audi A4 2.0,10,60001,Diesel,Automatic,First,17.11,1968,174.33,5,14.5,Audi
Maruti Swift Dzire,9,75074,Diesel,Manual,First,23.4,1248,74,5,5.25,Maruti
Tata Indica Vista,11,80000,Diesel,Manual,Second,22.3,1248,74,5,1.2,Tata
Toyota Innova 2.5,17,147350,Diesel,Manual,Second,12.99,2494,100.6,8,4.95,Toyota
Renault Duster 110PS,10,60000,Diesel,Manual,First,19.64,1461,108.45,5,7.5,Renault
Mercedes-Benz E-Class E400,8,7501,Petrol,Automatic,First,10,2996,333,4,48,Mercedes-Benz
Honda Amaze S,8,58000,Diesel,Manual,First,25.8,1498,98.6,5,4.45,Honda
Mercedes-Benz GLE 350d,5,29277,Diesel,Automatic,First,11.57,2987,254.79,5,59.65,Mercedes-Benz
Maruti Ritz VDi,8,57034,Diesel,Manual,First,23.2,1248,73.94,5,4.38,Maruti
